Term,Meaning_of_term,Dialect type,Contextual_Usage_question,correct_answer
كلب بوليسي,هي صفة تطلق على الشخص الذي يحب ان تطبق العقوبات على الناس الذين خالفوا النظام ، وبغض النظر عن اهداف النظام او القانون( التي قد تكون هدفها مجرد تحييد وتقليل عدد المخالفات وليس منعها تمامًا)، وحتى وان كان النظام او المخالفة لا تضره هو شخصياً او تضر غيره، فهو ينتشي على فكرة انه هو من تسبب في تطبيق النظام بشكل دائم وعلى الأخرين. وقد يكون الكلب الپوليسي شرطي الاخلاق ايضاً .,Central,"المهمة: اختر الاستخدام الصحيح للكلمة في جملة.
السؤال: في الجملة التالية، كيف يمكن استخدام 'كلب بوليسي' بشكل صحيح؟ 'الشرطي لم يكن كلب بوليسي بل كان __________.'
الخيارات:
أ) عادلًا
ب) متسلطًا
ج) لطيفًا
د) محترمًا",ب
كلّج,اي لم ينطق الكلمه بشكل صحيح,Central,"المهمة: اختر الجملة التي تستخدم فيها كلمة 'كلّج' بشكل صحيح.
السؤال: أي من الجمل التالية تعبر عن الاستخدام الصحيح لكلمة 'كلّج'؟
الخيارات:
أ) الولد كان كلّج في إلقاء القصيدة.
ب) الفتاة كانت مبتسمة.
ج) المعلم شكر الجميع.
د) الطقس كان جميلاً.",أ
كلجة,لغة غير صحيحة . كلام مكسر.,Western,"المهمة: اختر الاستخدام الصحيح لكلمة 'كلجة' في سياق الجملة.
السؤال: جملة: 'ايش التكليجة هادي يا واد؟ أهلك _______؟'
الخيارات:
أ) طليان
ب) فصيحين
ج) متعلمين
د) مُثقفين",أ
كلجه,هو كثرة الخطأ بنطق الكلمات .,Southern,"المهمة: اختر الاستخدام الصحيح لكلمة 'كلجه' في السياق.
السؤال: في أي السياقات يمكن استخدام كلمة 'كلجه'؟
الخيارات:
أ) عندما يكلم شخص بصوت منخفض
ب) عندما يتحدث شخص بشكل غير صحيح
ج) عندما يتحدث شخص بوضوح
د) عندما يتحدث شخص ببطء",ب
كلفسي,"كلفسي كلمة قصيمية هي للسب المخفف والهجاء مصدرها كَلَفس بفتح الكاف واللام يقال ابن الكلفس , بنت الكلفس , كلفسي",Central,"المهمة: اختر الجملة التي تستخدم فيها 'كلفسي' بشكل صحيح.
السؤال: أي من الجمل التالية تحتوي على الاستخدام الصحيح لكلمة 'كلفسي'؟
الخيارات:
أ) لماذا تأخرت يا كلفسي؟
ب) أنت كلفسي ومنور
ج) كلفسي هو أصفى مياه
د) وجبة كلفسي كانت لذيذة",أ
كلو في الشكلنص,يعني كل شي تمام ٪؜,Central,"المهمة: اختر الجملة التي تعبر عن السياق الصحيح لاستخدام التعبير 'كلو في الشكلنص'.
السؤال: في أي سياق يمكن استخدام 'كلو في الشكلنص'؟
الخيارات:
أ) عندما تكون الأمور مختلة
ب) عندما تسأل أحدهم عن حاله
ج) عند مواجهة مشكلة كبيرة
د) عند التعبير عن الإحباط",ب
كليمانس,معنى كليمانس النعومه والطيبة وايضا نوع من انواع الزهور,General,"المهمة: اختر الجملة التي تستخدم كلمة 'كليمانس' بشكل صحيح.
السؤال: أي من الجمل التالية تحتوي على الاستخدام الصحيح لكلمة 'كليمانس'؟
الخيارات:
أ) أحب كليمانس لأنه يدل على الطيبة.
ب) أكرهه لأنه يعبر عن القوة.
ج) كليمانس هو نوع من الأسلحة.
د) كليمانس يعني الفقر.",أ
كمبودي,كلمة يقولها حمزة عبداللطيف,Western,"المهمة: في أي سياق تستخدم كلمة 'كمبودي'؟
السؤال: في أي موقف يمكن أن يقول شخص 'كمبودي'؟
الخيارات:
أ) في حفل زفاف
ب) في مشادة
ج) في حديث مرح
د) عند تلقي خبر محزن",ج
كمخه,غبي,Southern,"المهمة: اختر الجملة التي تعرض الاستخدام الصحيح لكلمة 'كمخه'.
السؤال: أي من الجمل التالية تستخدم الكلمة 'كمخه' بشكل صحيح؟
الخيارات:
أ) ذهب زيد إلى السوق بعدما قال له والده: يا كمخه.
ب) أحضر الكتاب من المكتبة.
ج) استعد للامتحان لأنه ذكي.
د) كان يلعب في الحديقة.",أ
كُمودينو,كُمودِينُو هي الدولاب الصغير الذي يكون بجانبي السرير عادةً ويسمى المفرد منه كُمودِينَة,Western,"المهمة: اختر الجملة التي تُظهر الاستخدام الصحيح لكلمة 'كُمودينو'.
السؤال: أي من الجمل التالية تستخدم 'كُمودينو' بشكل صحيح؟
الخيارات:
أ) وضعت الكتاب على الكُمودينا.
ب) اشتريت كُمودينو جديد للغرفة.
ج) كان كُمودينو في السوق.
د) أحتاج كُمودينو للطبخ.",ب
كنادر,كنادر: جمع جزمه ومفردها كندره تعني جزمه,Central,"المهمة: حدد الاستخدام الصحيح لكلمة 'كنادر' في سياق الجملة.
السؤال: أي من العبارات التالية تستخدم كلمة 'كنادر' بشكل صحيح؟
الخيارات:
أ) أحتاج لجوارب جديدة.
ب) تأكد من غسل كنادرك قبل الخروج.
ج) أين وضعت كتابي؟
د) لقد اشتريت فواكه طازجة.",ب
كنترة,حذاء.,Western,"المهمة: اختر العبارة التي يناسبها استخدام كلمة 'كنترة'.
السؤال: أي من الجمل التالية تستخدم كلمة 'كنترة' بشكل صحيح؟
الخيارات:
أ) ذهبت إلى السوق لشراء كنترة.
ب) أحب الكنو في الصيف.
ج) الكنتره تسقط من فوق الجبل.
د) المطعم يقدم أفضل كنافة.",أ
كنتوش,جميل,Central,"المهمة: اختر الجملة الأكثر ملاءمة لاستخدام كلمة 'كنتوش'.
السؤال: أي من الجمل التالية يمكن أن تحتوي على كلمة 'كنتوش'؟
الخيارات:
أ) الجو بارد اليوم.
ب) الطاولة كانت كنتوش صح.
ج) أنا ذاهب إلى المدرسة.
د) أريد فنجان قهوة.",ب
كنجا,كَنّجا: تطلق هذه الكلمة على المرآة السمينة .,Central,"المهمة: اختر الاستخدام الصحيح لكلمة 'كنجا' في السياق.
السؤال: في الجملة: 'شف ذي الكنجا.'، تعني الكلمة:
الخيارات:
أ) انظر إلى هذه المرآة السمينة
ب) انظر إلى تلك الشجرة
ج) اذهب لشراء طعام
د) اركض بسرعة",أ
كندرة,جزمة / حذاء,Southern,"المهمة: اختر الاستخدام الصحيح لسياق كلمة 'كندرة'.
السؤال: متى يُستخدم مصطلح 'كندرة' في الحديث؟
الخيارات:
أ) في حديث عن الملابس
ب) في حديث عن الطعام
ج) في حديث عن الأحذية
د) في حديث عن السيارات",ج
كنسل,كنسل بمعنى انسى الموضوع.,Western,"المهمة: اختر الجملة المناسبة التي توضح استخدام كلمة 'كنسل'.
السؤال: أي من الجمل التالية تستخدم كلمة 'كنسل' بشكل صحيح؟
الخيارات:
أ) أقول كنسل على الخطة اللي سويناها.
ب) أنا أحب كنسل السباحة.
ج) عندي كنسل زين.
د) كنسل مباراة الأمس كانت مثيرة.",أ
كوة,الكوة = النافذة، الشباك فمثلا: فكِ الكوة يا أم محمد حاط مفاتيح البيت في الكوة,Central,"المهمة: اختر الجملة التي تُظهر الاستخدام الصحيح لكلمة 'كوة'.
السؤال: أي العبارات التالية تحتوي على استخدام صحيح لكلمة 'كوة'؟
الخيارات:
أ) أحتاج شباك في غرفتي.
ب) هناك كوة في الجدار.
ج) أغلقت الباب.
د) تحتاج لتصليح السقف.",ب
كود,فعل تأتي بمعنى: - ليت - يمكن - ربما,Southern,"المهمة: اختر الجملة الصحيحة التي تحتوي على كلمة 'كود'.
السؤال: أي من الجمل الآتية يوجد بها كلمة 'كود' بشكل صحيح؟
الخيارات:
أ) كود إنه مهم
ب) الكتاب على الطاولة
ج) أنا ذاهب الحديقة
د) يفكر كود في الحل",أ
كوده,لعله,Central,"المهمة: اختر الجملة التي تستخدم كلمة 'كوده' بشكل صحيح.
السؤال: أية الجمل التالية تتضمن استخداماً صحيحاً لكلمة 'كوده'؟
الخيارات:
أ) الله يسلمك كوده شفتك
ب) أريد كوده جديد
ج) جاء أحمد كوده اللقاء
د) اتصلت به كوده ينهي شغله",د
كودوه,اداه تمني,Central,"المهمة: اختر الجملة الصحيحة التي تحتوي على استخدام كلمة 'كودوه' بشكل صحيح.
السؤال: أي من الجمل التالية تستخدم كلمة 'كودوه' بشكل صحيح؟
الخيارات:
أ) كودوه اليوم نزل مطر علينا في الحديقة
ب) كودوه يعبر عن حزن قلبي
ج) كودوه هو لون الجمال
د) كودوه عبارة عن شجرة ونبتة",أ
كوكو,كلمة تُتَداول لدى بعض عوام المسلمين الشيعة في شرق المملكة العربية السعودية يُعنى بها: الرجل المطوع الملتحي أو المطاوعة الملتحين من المسلمين السنة.,Eastern,"المهمة: اختر الاستخدام الأنسب لكلمة 'كوكو' في سياق الجملة.
السؤال: في تجمعاتهم، يعبر الشيعة عن احترامهم لـ _____ بالاندماج مع الكوكو.
الخيارات:
أ) الفنون
ب) المطاوعة
ج) السياسة
د) الرياضة",ب
كوكية,هي ربط الشعر الطويل على شكل دائرة من الخلف,Southern,"المهمة: اختر الجملة التي تستخدم فيها كلمة 'كوكية' بشكل صحيح.
السؤال: أي من الجمل التالية تستخدم كلمة 'كوكية' بطريقة صحيحة؟
الخيارات:
أ) أنا أحب أكل الفطائر في الصباح.
ب) يابنت اربطي شعرك كوكية وخلصيني.
ج) إنه يوم مشمس جداً اليوم.
د) الكتاب الذي قرأته كان ممتعاً.",ب
كوه,هيا بنا,Central,"المهمة: اختر الجملة التي تستخدم كلمة 'كوه' بشكل صحيح.
السؤال: أي الجمل التالية تستخدم كلمة 'كوه' بشكل صحيح؟
الخيارات:
أ) طلع الشمس اليوم
ب) كوه نتمشى
ج) أنا أحب الماء
د) أحتاج لكتاب",ب
كيت وكيت,كيت وكيت معناها كذا وكذا تستخدم احيانا لاختصار الكلام مع شخص اخر,Southern,"المهمة: اختر المثال الذي تم استخدام 'كيت وكيت' فيه بشكل صحيح.
السؤال: أي من الجمل التالية تستخدم 'كيت وكيت' بشكل صحيح؟
الخيارات:
أ) درست كثيرًا في الجامعة.
ب) كلمت أمي وقلت لها كيت وكيت.
ج) أخذت قهوة من المقهى.
د) أذهب إلى السوق.",ب
كيس,"كيس بمعنى كذبة. في الاساس كلمة كيس تعني الحقيبة البلاستيكية لنقل المشتريات. اشتهرت العبارة ""من كيسك"" يعني من عندك او من تاليفك. وهكذا نشات كلمة كيس بمعنى كذبة",Western,"المهمة: اختر الجملة التي تعبر عن الاستخدام الصحيح لكلمة 'كيس'.
السؤال: أي من الجمل التالية تستخدم كلمة 'كيس' بالصورة الحجازية الصحيحة؟
الخيارات:
أ) اشترينا بعض الأغراض في كيس.
ب) هو يقول كيس في القصص.
ج) هذا كيس من الطماطم.
د) دائما كيس ينجلد على السيرة.",ب
كيف حالش,هذه الكلمة تعني كيف حالك,Southern,"المهمة: اختر الاستخدام الصحيح للعبارة.
السؤال: في أي مناسبة يمكن استخدام عبارة 'كيف حالش'؟
الخيارات:
أ) عند الاجتماع مع الأصدقاء
ب) عند قراءة كتاب
ج) في المحاضرة
د) أثناء تناول الطعام",أ
كيف حالك,كيف حالك,General,"المهمة: اختر السياق المناسب لاستخدام 'كيف حالك'.
السؤال: في أي سياق تستخدم عبارة 'كيف حالك'؟
الخيارات:
أ) عند لقاء الأصدقاء
ب) عند زيارة الطبيب
ج) عند إرسال رسالة
د) عند التأخر عن العمل",أ
كيف سويت,كلمة كيف سويت سؤال المريض عن حاله,General,"المهمة: اختر الاستخدام الصحيح لعبارة 'كيف سويت' في السياق.
السؤال: في أي موقف يمكن أن تستخدم عبارة 'كيف سويت'؟
الخيارات:
أ) عندما تسأل عن حالة المرض
ب) عند طلب المساعدة في الدراسة
ج) عند ذكر الخروج مع الأصدقاء
د) عند تناول الطعام",أ
لا,أداة شرط. تعمل عمل إذا,Central,"المهمة: اختر الجملة الصحيحة التي تحتوي على استخدام كلمة 'لا'.
السؤال: أي من الجمل التالية تحتوي على استخدام صحيح لكلمة 'لا'?
الخيارات:
أ) لا أريد أكل.
ب) لا كلمتة وفهمت.
ج) لا ذاكرت نجحت.
د) لا استطيع العمل.",ج
لا تجعص علينا,لا تتكبر علينا,Western,"المهمة: حدد الاستخدام الصحيح للعبارة في سياق المحادثة
السؤال: في أي سياق يمكن استخدام 'لا تجعص علينا'؟
الخيارات:
أ) عند الاعتذار
ب) عند طلب مساعدة
ج) عند الاجتماع مع الأصدقاء
د) عند التعبير عن الغضب",ج
لا تحْتَك او لا تحْتكين,اي لاتتميلح كثيًرا او لاتتميلحين كثيرًا,Central,"المهمة: اختر الجملة الصحيحة التي تستخدم فيها العبارة 'لا تحْتَك او لا تحْتكين'.
السؤال: في أي سياق يمكن أن يقال 'لا تحْتَك او لا تحْتكين'؟
الخيارات:
أ) عند تقديم الاعتذار
ب) عند التحدث عن الغيرة
ج) عند طلب عدم التمايل والتصرف بشكل زائد
د) عند الحديث عن السفر",ج
لا تسبن,واحد يسبك وكذا وانتا تقولو لا تسبني,Central,"المهمة: اختر الجملة التي تستخدم فيها عبارة 'لا تسبن' بشكل صحيح.
السؤال: ما الجملة الصحيحة التي تعبر عن استخدام 'لا تسبن'؟
الخيارات:
أ) في النقاش, قال: 'لا تسبن'.
ب) عندما تشكر شخصاً, تقول: 'لا تسبن'.
ج) في الغضب تقول: 'لا تسبن'.
د) في المدح تقول: 'لا تسبن'.",أ
لا تكسكس,يعني لا تتورعن وتغير رايك بعدينه او تخررب,Western,"المهمة: اختر الجملة التي تعبر عن استخدام كلمة 'لا تكسكس' بشكل صحيح.
السؤال: ما الجملة التي تستخدم فيها 'لا تكسكس' بشكل صحيح؟
الخيارات:
أ) لماذا تكسكس بالرأي؟
ب) مشي معانا كذا، لكن لا تكسكس
ج) أنا لا أريد تكسكس
د) هل تعزف على العود تكسكس؟",ب
لا يكثر بس,تقال عند الغضب من شخص . وفي رواية اخرى لا يكثر هرجك وتقال ايضا عندما يبدأ المتحدث بالفلسفة الزائدة عن حدها .,Central,"المهمة: اختر السياق المناسب الذي يتناسب مع التعبير.
السؤال: في أي موقف قد يستخدم الشخص التعبير 'لا يكثر بس'؟
الخيارات:
أ) عندما ينصح صديقاً
ب) عندما يطلب من شخص أن يتحدث أكثر
ج) عندما يشعر بالملل من حديث شخص آخر
د) عندما يطلب معلومات دقيقة",ج
لابة,كلمة لابة تعني عزوة أو سند,Western,"المهمة: اختر الجملة التي تستخدم فيها كلمة 'لابة' بشكل صحيح.
السؤال: أي من الجمل التالية تحتوي على الاستخدام الصحيح لكلمة 'لابة'؟
الخيارات:
أ) لابة في قهوة طيبة.
ب) أنا أشكر لابتي دائماً.
ج) أحب أكلة اللابة.
د) تلك لابة جميلة.",ب
لابد,لابد (صفة): تعني الشيء الساكن والصامت والمختبيء. والفعل منها (لبد)، والأسم (لبده).,Central,"المهمة: اختر الجملة التي تستخدم كلمة 'لابد' بشكل صحيح.
السؤال: أي من الجمل التالية تستخدم كلمة 'لابد' بشكل صحيح؟
الخيارات:
أ) السماء لابد تمطر اليوم.
ب) العنكبوت لابد ينسج خيوطه.
ج) لعبة لابد تخسر.
د) الدجاج لابد يبيض.",ب
لابديدا,تصغير كلمة لابد وهي إلزام بالشيء بتلطف وتستعمل في خبوب القصيم,Central,"المهمة: حدد السياق الذي يُستخدم فيه التعبير 'لابديدا'.
السؤال: في أي سياق يمكن استخدام كلمة 'لابديدا' بشكل صحيح؟
الخيارات:
أ) في محادثة رسمية
ب) في مناسبة اجتماعية
ج) في دراسة أكاديمية
د) في الصفقات التجارية",ب
لَبَنية,نوع من الحلويات المشهورة في الحجاز، تتكون من كميات كبيرة من الحليب والسكر مخلوطة ومجففة ومقطعة على شكل مكعبات.,Western,"المهمة: اختر المثال الذي يستخدم الكلمة 'لَبَنية' في سياق صحيح.
السؤال: أي الجمل التالية تستخدم كلمة 'لَبَنية' بشكل صحيح؟
الخيارات:
أ) أنا أحب أكل لَبَنية في الصباح.
ب) لَبَنية دواء مفيد لصحة الجسد.
ج) شجرة لَبَنية تزرع في الحدائق.
د) لَبَنية تتناسب مع الأطعمة الحارة.",أ
لبى قلبك,تأتي بمعنى يسعد قلبك,Southern,"المهمة: اختر السياق المناسب لعبارة 'لبى قلبك'.
السؤال: في أي حالة يمكن استخدام عبارة 'لبى قلبك'؟
الخيارات:
أ) عند تهنئة شخص بمناسبة سعيدة
ب) عند التعزية بحالة وفاة
ج) عند الإعتذار
د) عند الغضب",أ
لَبّيه,تقال لاجابة النداء وهي بمعنى لبّيك وتقال غالبا لاجابة نداء أشخاص لهم مكانه لدى القائل,Central,"المهمة: في أي سياق يمكن استخدام كلمة 'لَبّيه'؟
السؤال: متى يُستخدم تعبير 'لَبّيه' في حديث سعودي؟
الخيارات:
أ) في المناسبات الرسمية
ب) عند نداء العائلة
ج) أثناء الاجتماعات
د) في الدروس التعليمية",ب
لحجي,كلمة لحجي مأخوذة من منقطه يمنيه اسمها لحج وقد أطلق السعوديون بهذا الإسم على من لا يهتم في مظهره الخارجي . على من يتفاخر بالأشياء البسيطة . على من لا يهتم بملابسه .,Central,"المهمة: اختر الجملة التي تحتوي على استخدام صحيح لكلمة 'لحجي'.
السؤال: أي من الجمل التالية يستخدم كلمة 'لحجي' بشكل صحيح؟
الخيارات:
أ) هو لحجي لأنه دائمًا نشيط في صفه.
ب) علي لحجي، ولا يتردد في إظهار تفاهات.
ج) هم لحجي، يفضلون قضاء الوقت في الدراسة.
د) هي لحجي، تفضل الذهاب إلى الحفلات.",ب
لحس البسطار,الحذاء اللي يلبسونه العسكر اسمه بسطار و البيطار ما يصير يلمع إلا باللعاب و العسكر يتفاخرون مين حذاءه يلمع اكثر عشان كذا كثير من العسكر اما انه يلحس بسطاره بنفسه (و هذا. نادر ) او انه بيخلي واحد من اخوياه يلحس له بيطار و يكون خويه أصلا هو مازوخي او يحب الذله او يعطيه فلوس مقابل كذا,General,"المهمة: حدد الاستخدام الصحيح لعبارة 'لحس البسطار' في السياق.
السؤال: أي من الجمل التالية يُظهر الاستخدام الصحيح لعبارة 'لحس البسطار'؟
الخيارات:
أ) سلم على العسكري بنشرته
ب) العسكري قاعد يلعب بالكرة
ج) العسكر في الساحة يتفاخرون بلمعان بسطارهم
د) الطيارة تحلق فوق المدينة",ج
لستك,الأنبوب الداخلي لإطار السيارة,General,"المهمة: اختر الجملة التي تستخدم كلمة 'لستك' بشكل صحيح.
السؤال: أي من الجمل التالية تحتوي على استخدام صحيح لكلمة 'لستك'؟
الخيارات:
أ) اللستك نايم تحت السيارة
ب) أنا أحب أكل لستك
ج) اشتريت لستك جديد
د) اللستك فضي",ج
لسع,لسع = لِسه : وتستخدم عند الاجابه على سؤال عن شي لم يحدث بعد,Western,"المهمة: اختر الجملة التي تأتي فيها كلمة 'لسع' بشكل صحيح.
السؤال: أي من الجمل التالية تستخدم كلمة 'لسع' بالطريقة الصحيحة؟
الخيارات:
أ) خذ الدواء، لسع
ب) أنا مستعد لمدرسة، لسع
ج) لنذهب إلى المتنزه، لسع
د) لن يحدث شيء، لسع",د
لسلسة,لَسْلَسَة العملية التي يقوم بها شخص يتكلم معك ليسحب منك معلومات قد تضرك او ترض غيرك ويسمى لَسْلُوس ، مِلَسْلَس,Southern,"المهمة: اختر الخيار الذي يناسب سياق استخدام كلمة 'لسلسة'.
السؤال: عندما قال صادق صديقه 'تحذر من حازم، هو لسلوس كبير'، هنا يستخدم كلمة 'لسلسة' في سياق __________.
الخيارات:
أ) التهديد
ب) التحذير
ج) المدح
د) المزاح",ب
لشن,كلمة حجازية قديمة تعني لماذا,Western,"المهمة: اختر الجملة التي تُستخدم فيها كلمة 'لشن' بشكل صحيح.
السؤال: أي من الجمل التالية تحتوي على استخدام صحيح لكلمة 'لشن'؟
الخيارات:
أ) لشن تسوي كذا؟
ب) أنا أحب الأكل.
ج) الأمطار كثيرة.
د) الجو جميل اليوم.",أ
لصمقة,"تطلق على العمل غير المتقن وهي مطابقة لعبارة ""تمشية حال""",Central,"المهمة: اختر الجملة الصحيحة التي تعكس الاستخدام الصحيح لكلمة 'لصمقة'.
السؤال: أي من الجمل التالية يستخدم فيها كلمة 'لصمقة' بشكل صحيح؟
الخيارات:
أ) أنا أحب نظام الصمقة في عملي.
ب) شغل لصمقة لصمقتها وضبطت معي غصب!
ج) خطتي لصمقة كانت ناجحة.
د) جائزتي كانت لصمقة.",ب
لطيط,لطيط: اي المنعطف من الطريق,Western,"المهمة: اختر المثال الصحيح لاستخدام كلمة 'لطيط'.
السؤال: أي من الجمل التالية تستخدم كلمة 'لطيط' بشكل صحيح؟
الخيارات:
أ) خذ لطيط عند نهاية الشارع.
ب) أحب شرب القهوة في الصباح.
ج) الرياضة مفيدة للصحة.
د) أريد الذهاب إلى السوق.",أ
لعّابه,يقال لفظ اللعّابة على المغنيات في الأفراح.,Western,"المهمة: اختر الجملة الصحيحة لعكس الاستخدام الصحيح لكلمة 'لعّابه'.
السؤال: أي من الجمل التالية تحتوي على استخدام صحيح لكلمة 'لعّابه'؟
الخيارات:
أ) كانت اللعابة تؤدي أغنية جميلة في الحفل.
ب) اللعابة لا تحب الطبخ.
ج) اشتريت اللعابة من المتجر.
د) اللعابة تستخدم للرسم.",أ
لِعبْ,رقص او عرضة,General,"المهمة: حدد السياق المناسب لكلمة 'لِعبْ'.
السؤال: أي من الجمل التالية يستخدم فيها كلمة 'لِعبْ' بشكل صحيح؟
الخيارات:
أ) أنا أحب لعب كرة القدم.
ب) الحفلة كانت مليئة باللعب.
ج) السيارة تسير بسرعة.
د) الأطفال يلعبون في الملعب.",ب
لعمطة,عدم الوضوح في شرح الأشياء ربما خشية من شيء ما أو ميزة في الشخص.,Western,"المهمة: اختر الخيار المناسب لإكمال الجملة بناءً على سياق كلمة 'لعمطة'.
السؤال: عندما سألت المعلم عن الدرس، قام بإجابتي بطريقة مليئة بـ 'لعمطة'، حيث قال: ‘الموضوع ليس معقداً ومن الممكن للجميع فهمه’. مما يدل على _____ .
الخيارات:
أ) وضوح الحجة
ب) عمق الشرح
ج) عدم وضوح الشرح
د) تيسير المفاهيم",ج
لغابيب,جمع لغبوب، وهو الترهل الجلدي الذي يكون في منطقة الذقن أسفل الفك السفلي.,Central,"المهمة: اختر الجملة التي تستخدم فيها الكلمة 'لغابيب' بشكل صحيح.
السؤال: أي من الجمل التالية يستخدم الكلمة 'لغابيب' بشكل صحيح؟
الخيارات:
أ) اللغابيب أمر شائع بين الشباب.
ب) لغابيب ليس له علاقة بالجمال.
ج) استخدم بعض الأدوية لعلاج لغابيب.
د) يعاني كثير من الناس من اللغابيب بسبب الجفاف.",ج
لَغَالِغْ,المواد الغذائية الخالية من المواد المفيدة كالسناكس و بعض أنواع الشوكولا بالإضافة إلى المشروبات الغازية.,Western,"المهمة: اختر الاستخدام الصحيح لكلمة 'لَغَالِغْ'.
السؤال: في أي جملة تُستخدم كلمة 'لَغَالِغْ' بشكل صحيح؟
الخيارات:
أ) أنا أدرس بجد.
ب) انتو بس فالحين تشترو لغالغ.
ج) الجو جميل اليوم.
د) أحب القراءة.",ب
لغمطة,لغمط : تقال عندما يدهن الانسان نفسه بالكريم ويوصخ نفسه,Western,"المهمة: اختر الجملة الصحيحة التي تستخدم كلمة 'لغمطة' في السياق المناسب.
السؤال: أي من الجمل التالية تحتوي على استخدام صحيح لكلمة 'لغمطة'؟
الخيارات:
أ) بعد أن غسل يديه، لغمط نفسه بالكريم.
ب) أراد أن يطبخ، لذلك لغمط نفسه في المطبخ.
ج) رأى صديقه لغمط نفسه بالكريم.
د) ذهب للمدرسة بعد أن لغمط نفسه جيداً.",ج
لغوصة,اللغوصة تأتي بمعنى القذارة او الشيء المقرف,Western,"المهمة: اختر الجملة التي تحتوي على استخدام صحيح لكلمة 'لغوصة'.
السؤال: أي من الجمل التالية يستخدم كلمة 'لغوصة' بشكل صحيح؟
الخيارات:
أ) أنا أحب اللغوصة في الأكل.
ب) هذه اللغوصة غير مقبولة.
ج) اللغوصة تجعل الحياة أفضل.
د) عندي لغوصة من الكتب.",ب
لقف,لقف فعل/ لقافة اسم/ ملقوف صفة لقف: هي ازعاج شخصاً ما، أو محاولة استفزازه.,Central,"المهمة: اختر استخدام الكلمة في السياق الصحيح.
السؤال: كيف يمكن استخدام كلمة 'لقف' في جملة؟
الخيارات:
أ) أصبحت الشجرة لقفًا
ب) أعطاني لقف شاعري
ج) أحب أن ألقف أخبارهم
د) يزرع الناس الزهور",ج
لقم,بقايا الاكل .,Central,"المهمة: اختيار الجملة التي تحتوي على الكلمة 'لقم' بشكل صحيح.
السؤال: أي من الجمل التالية تستخدم كلمة 'لقم' بشكل صحيح؟
الخيارات:
أ) كانت هناك لقم في الطبق.
ب) أريد لقمة كبيرة.
ج) وضعنا النغم في المزيج.
د) أخذت القلم للكتابة.",أ
لِكِعْ,الشخص المراوغ,Western,"المهمة: اختر الجملة التي تستخدم الكلمة 'لكع' بشكل صحيح.
السؤال: أي الجمل التالية تستخدم كلمة 'لكع' بشكل صحيح؟
الخيارات:
أ) أريد أن ألتقي بذاك الواد اللي يعزف
ب) يا واد يا لكع، كف عن المراوغة!
ج) الجو جميل اليوم
د) أنا أحب الرياضة",ب
لكمه,لكمة تعني الزاوية او أرض الجلوس,Western,"المهمة: اختر الجملة التي تستخدم كلمة 'لكمه' بشكل صحيح.
السؤال: أي الجمل التالية تتضمن استخدامًا صحيحًا لكلمة 'لكمه'؟
الخيارات:
أ) جالس في اللكمه مع الأصدقاء.
ب) الحساب في اللكمه مكلف.
ج) المساء جميل في اللكمه.
د) الطائرة تحلق فوق اللكمه.",أ
لمصقة,مش حالك هه وهه عمل غير متقن,Southern,"المهمة: اختر السياق الصحيح لاستخدام كلمة 'لمصقة'.
السؤال: في أي سياق يُستخدم المصطلح 'لمصقة'؟
الخيارات:
أ) في وصف عمل إضافي لمصنع.
ب) في مدح منتج.
ج) في تقديم خدمة ممتازة.
د) في تبادل الزيادات المالية.",أ
لمياء,كل ما هو جميل,Central,"المهمة: اختر الجملة التي تحتوي على استخدام صحيح لكلمة 'لمياء'.
السؤال: أي من الجمل التالية تستخدم كلمة 'لمياء' بشكل صحيح؟
الخيارات:
أ) لمياء، هي بنت جميلة في المدرسة.
ب) لمياء، تحب الأكل.
ج) لمياء، تعيش في البحر.
د) لمياء، تشتهر بالسرعة.",أ
لوقطة,لقطه او لوقطه / وهوا تعبير عن شي جمييل,Southern,"المهمة: اختر الاستخدام المناسب لكلمة 'لوقطة' في سياق الجملة.
السؤال: في أي جملة تُستخدم كلمة 'لوقطة' بشكل صحيح؟
الخيارات:
أ) هذا البيت لوقطة
ب) شفت سيارة لوقطة
ج) هذا مطعم لوقطة
د) بنت جيراننا لوقطة",د
لولي,هي كلمه تستخدم في مجتمع اللوالين و معناها قضيب الرجل,General,"المهمة: اختر الاستخدام السليم لكلمة 'لولي' في السياق.
السؤال: أي من الجمل التالية تتضمن استخداماً صحيحاً لكلمة 'لولي'؟
الخيارات:
أ) أنا أحب تناول 'لولي' مع القهوة.
ب) يركض 'لولي' في الحديقة.
ج) العيد يتطلب تجهيز 'لولي'.
د) جاء 'لولي' وشافني.",د
ليّم,تعني اجمع,Central,"المهمة: اختر الجملة التي تستخدم فيها كلمة 'ليّم' بشكل صحيح.
السؤال: أي من الجمل التالية تستخدم كلمة 'ليّم' بشكل صحيح؟
الخيارات:
أ) ليّم باقي الألعاب ليّم أغراضك.
ب) ليّم إلى السوق.
ج) ليّم تتحدث.
د) ليّم الطيور تطير.",أ
ليه,تعني لماذا ؟,Central,"المهمة: اختر الجملة التي تستخدم فيها كلمة 'ليه' بشكل صحيح.
السؤال: أي من الجمل التالية تحتوي على استخدام صحيح لكلمة 'ليه'؟
الخيارات:
أ) ليه جايب لك هدية؟
ب) ليه الذهاب متأخر؟
ج) ليه تتحدث؟
د) ليه الشمس ساطعة؟",أ
